"","GSM3242250","GSM3242251","GSM3242252","GSM3242253","GSM3242254","GSM3242255","GSM3242256","GSM3242257","ent_gene","symbol_limma"
"ILMN_1655377",2.92542300723291,2.88492519753852,2.74343127947022,2.79163895727283,2.85962526051435,2.913440337675,3.36943608250296,2.96738715891465,"56945","MRPS22"
"ILMN_1727532",1.7411636322601,1.77508348898876,1.25789653278241,1.00890925090607,1.37506297094573,1.42497409304861,1.70261728364323,1.93572155597559,"56944","OLFML3"
"ILMN_2166865",2.99595379823501,2.99901899738286,3.04902242403801,3.01553290261804,3.08850005293998,3.30781080301921,2.97203557343994,3.05795529422799,"56943","ENY2"
"ILMN_1783333",4.31482057309958,4.33377351168325,4.16576585807783,4.29837069127323,4.19082588572422,4.34582752994276,4.5075127938724,4.33485138066497,"56942","CMC2"
"ILMN_1696597",1.89060143272806,2.06808465196173,1.42766134355372,1.38277230852928,1.70345418135649,1.98316727377715,2.16758726197283,2.33781200498404,"56941","HMCES"
"ILMN_1813275",4.09253157409447,4.22985908396361,4.11790260552729,3.92211968246073,4.15807177914124,4.20476334781811,4.44101939480941,4.38578590856768,"56940","DUSP22"
"ILMN_1666409",4.40552165903605,4.57666123346042,4.51562251303896,4.63694379520945,4.50622717040845,4.74362230414439,4.54785571974615,4.51834405508412,"5694","PSMB6"
"ILMN_1734276",2.63084418795943,2.42803207597027,2.47303617562174,2.64267601628981,2.41766793599996,2.6105744708046,2.53534771685296,2.43546799644638,"56937","PMEPA1"
"ILMN_1775121",0.328278722636434,0.464685264765702,0.439438692399652,0.577495631131322,0.582133951230082,0.48353618202223,0.448136695568183,0.455020347134643,"56936","CCDC177"
"ILMN_1798270",1.32101995395989,1.46714950659204,1.05485227054891,1.41466630326489,1.27504341191544,1.63497334073008,1.01897159356864,1.31103863069207,"56935","SMCO4"
"ILMN_1723235",1.21865324487251,1.50123846089704,1.40136750926836,0.964867455915517,1.32006978748147,1.40155475846048,1.64504168576509,1.25202246639308,"56931","DUS3L"
"ILMN_1744649",3.63967383516005,3.65419032088958,3.87278054397136,3.64873045717063,3.70087031379523,3.94238566491381,3.67277315543765,3.78238225449496,"5693","PSMB5"
"ILMN_1703330",3.54911836324443,3.23396104108723,3.33321553675079,3.42953233246405,3.2693471868576,3.36424775059504,3.39411742182251,3.31129849823724,"56929","FEM1C"
"ILMN_1672461",0.490065046682523,0.652404837055526,0.604047561909124,0.361344475427981,0.467625147395469,0.497727591302816,0.479991780287733,0.623249770591747,"56928","SPPL2B"
"ILMN_2396571",0.887229160485853,0.84332717539399,0.918701117276719,0.987489773328983,1.04042800782081,1.05509225066015,1.08429962862189,0.991341589833351,"56927","GPR108"
"ILMN_3237632",2.64927952313276,2.78167718198555,2.81201814545856,3.01349047231292,2.94131520112992,2.93928482196535,2.65393912666471,2.70844988973613,"56926","NCLN"
"ILMN_1723962",1.23145948375965,1.07401790724965,1.15502267973429,0.9375052756546,1.17964667631669,1.10490520441346,0.889721566380006,0.959015497227505,"56925","LXN"
"ILMN_1708223",2.45743345633919,2.39315979801136,2.95050843007095,2.72741696888515,2.99727790477731,2.79630525029583,1.68543414144858,1.67355491287207,"56924","PAK6"
"ILMN_1760174",2.68659743101928,2.7997586402528,2.74218610931991,2.65611180604652,2.53616019796844,2.68936736738491,2.90811820411102,2.86284774222076,"56922","MCCC1"
"ILMN_1737862",3.4559380512161,3.55996383357671,3.46963241071884,3.48875000228817,3.31948949087978,3.68032751790215,3.54511842258405,3.49090306944733,"5692","PSMB4"
"ILMN_1744308",1.61684528610112,1.47858923465892,1.57238857822432,1.65630217564765,1.71448796400339,1.57081496725544,1.66630237145993,1.48998355412382,"56919","DHX33"
"ILMN_1779997",1.05834048021751,0.947069356540824,1.14824830527312,1.02206165359073,1.1425203947419,1.12796482497388,0.704296420659789,0.740920343909809,"56917","MEIS3"
"ILMN_1741976",2.03719209445124,1.92841950521982,1.77668597125704,1.88609918540301,1.74191664757087,1.61775546896168,1.9486704498816,2.01785077246144,"56916","SMARCAD1"
"ILMN_1659725",0.663080554896321,0.879080307551088,1.0549712546149,1.05969918773542,0.906642865292225,1.22133822983836,1.04042800782081,0.914229815206389,"56915","EXOSC5"
"ILMN_1662578",0.359806928641908,0.576424855505869,0.198195720866375,0.449171503437597,0.41134597539406,0.495399973966758,0.890031961223252,0.970218442407898,"56913","C1GALT1"
"ILMN_1677080",1.45802168565709,1.30606037356682,1.5406775570379,1.34132601634259,1.31258687183155,1.36710920956317,1.29919302038841,1.32006978748147,"56912","IFT46"
"ILMN_1699071",1.06541171404733,1.17776550293436,1.17084550017512,1.15396327250869,1.18314988992621,1.42385719421111,1.10839381241583,1.06237659542988,"56911","MAP3K7CL"
"ILMN_2367782",2.9547263053391,2.97625640781272,2.95761628201984,2.84719122805693,2.93259026925902,2.83616687950226,3.07196360791931,3.00960808883483,"56910","STARD7"
"ILMN_1748651",3.85603965616331,3.91385589897524,3.95164091236671,4.03392773052865,3.79057597584339,4.2384508015188,3.95738212385262,3.89854982750528,"5691","PSMB3"
"ILMN_1757845",4.45044335367346,4.44101939480941,4.43608175685797,4.53830461413741,4.43996272607624,4.26028597511918,4.24025787337169,4.20581880118467,"56907","SPIRE1"
"ILMN_1767542",2.19882889952767,2.25525720340749,2.39626772681356,2.13971213728064,2.35141141237266,2.07624901076642,2.7118904825118,2.57632587536382,"56906","THAP10"
"ILMN_1793729",0.584624376880154,0.799699876709863,0.762333234667334,0.591719944511459,0.811893656159891,0.491287617956413,0.642414098291593,0.632745845756389,"56905","C15orf39"
